Z N C1 C2 C3 C4 C5 C6 C7 C8 C9 E1 E2 E3 E4 E5 E6 E7 E8 E9
23 22 0.2464 0.3773 -0.008236 0.0 0.0 0.0 0.0 0.0 0.0 42290000.0 56010000.0 84860000.0 0.0 0.0 0.0 0.0 0.0 0.0
24 23 0.2486 0.3758 0.02241 0.0006461 0.0 0.0 0.0 0.0 0.0 46010000.0 59140000.0 72410000.0 323100000.0 0.0 0.0 0.0 0.0 0.0
25 24 0.2977 1.039 -0.66 0.0 0.0 0.0 0.0 0.0 0.0 50180000.0 78230000.0 86140000.0 0.0 0.0 0.0 0.0 0.0 0.0
26 25 0.2676 0.4097 0.0299 0.0 0.0 0.0 0.0 0.0 0.0 53940000.0 68540000.0 96510000.0 0.0 0.0 0.0 0.0 0.0 0.0
27 26 0.3096 0.5586 -0.1398 0.0 0.0 0.0 0.0 0.0 0.0 58440000.0 80740000.0 94150000.0 0.0 0.0 0.0 0.0 0.0 0.0
28 27 0.2934 0.4324 0.028 0.0 0.0 0.0 0.0 0.0 0.0 62680000.0 79900000.0 121200000.0 0.0 0.0 0.0 0.0 0.0 0.0
29 28 0.3452 0.6344 -0.2055 0.0 0.0 0.0 0.0 0.0 0.0 67670000.0 96280000.0 112300000.0 0.0 0.0 0.0 0.0 0.0 0.0
30 29 0.3493 0.4849 0.01422 0.0 0.0 0.0 0.0 0.0 0.0 72390000.0 94750000.0 95420000.0 0.0 0.0 0.0 0.0 0.0 0.0
36 35 0.3917 0.6921 -0.1344 0.0 0.0 0.0 0.0 0.0 0.0 104500000.0 140300000.0 153200000.0 0.0 0.0 0.0 0.0 0.0 0.0
42 41 0.4624 0.5046 0.05396 0.002056 0.0 0.0 0.0 0.0 0.0 143400000.0 183300000.0 228200000.0 919500000.0 0.0 0.0 0.0 0.0 0.0
54 53 0.5389 0.5238 0.04275 0.002568 0.0 0.0 0.0 0.0 0.0 241500000.0 313600000.0 373200000.0 1541000000.0 0.0 0.0 0.0 0.0 0.0
4 2 1.173e-07 0.0006362 9.934e-05 8.344e-05 1.62e-05 0.0 0.0 0.0 0.0 1597.0 44160.0 61000.0 1263000.0 2226000.0 0.0 0.0 0.0 0.0
5 3 7.643e-08 3.662e-06 0.0008081 0.0008497 0.0002996 0.0007136 0.0 0.0 0.0 304.3 17050.0 58810.0 59470.0 90150.0 2155000.0 0.0 0.0 0.0
6 4 4.673e-07 1.887e-05 1.305e-05 0.003099 0.0003001 0.002553 0.0 0.0 0.0 723.3 2847.0 10540.0 89150.0 281200.0 3254000.0 0.0 0.0 0.0
7 5 2.04e-06 6.986e-05 0.0003168 0.004353 0.0007765 0.005101 0.0 0.0 0.0 3084.0 13320.0 64750.0 118100.0 668700.0 4778000.0 0.0 0.0 0.0
8 6 2.389e-05 0.0001355 0.005885 0.002163 0.0006341 0.01348 0.0 0.0 0.0 23260.0 32090.0 131600.0 673100.0 1892000.0 6150000.0 0.0 0.0 0.0
9 7 9.351e-05 0.0001685 0.007495 0.005079 0.02482 0.0 0.0 0.0 0.0 1969.0 7939.0 149500.0 996600.0 7740000.0 0.0 0.0 0.0 0.0
10 8 0.0002399 0.0003532 0.008928 0.005427 0.005342 0.03981 0.0 0.0 0.0 25360.0 48000.0 177000.0 1030000.0 1859000.0 9743000.0 0.0 0.0 0.0
11 9 0.00016 0.0002992 0.002233 0.009405 0.01642 0.06149 0.0002643 0.0 0.0 1032.0 5538.0 102600.0 228500.0 1710000.0 11600000.0 133700000.0 0.0 0.0
12 10 0.0002582 0.0005033 0.004561 0.008754 0.02734 0.07509 0.01385 0.0 0.0 28610.0 40870.0 152800.0 267700.0 2055000.0 12980000.0 18520000.0 0.0 0.0
13 11 0.000438 0.00069 0.006947 0.009037 0.03925 0.1153 0.0 0.0 0.0 5767.0 22070.0 163900.0 333600.0 2519000.0 16170000.0 0.0 0.0 0.0
14 12 0.001205 0.01309 0.005333 0.02858 0.03195 0.1433 0.0 0.0 0.0 48240.0 213700.0 549200.0 2460000.0 3647000.0 18890000.0 0.0 0.0 0.0
15 13 0.0005752 0.001464 0.01252 0.007928 0.07315 0.02794 0.1523 0.0 0.0 17640.0 46200.0 221400.0 453900.0 3270000.0 12730000.0 22890000.0 0.0 0.0
16 14 0.001173 0.001718 0.01657 0.007474 0.09698 0.1399 0.07029 0.0 0.0 13660.0 63710.0 254000.0 649300.0 3868000.0 21860000.0 29830000.0 0.0 0.0
17 15 0.0005299 0.00141 0.004341 0.02068 0.04274 0.09527 0.2357 0.0 0.0 35260.0 59540.0 146100.0 347900.0 2996000.0 5413000.0 28160000.0 0.0 0.0
18 16 0.0009046 0.003613 0.01984 0.009058 0.1497 0.2812 0.0 0.0 0.0 14090.0 69540.0 293600.0 647200.0 4759000.0 29840000.0 0.0 0.0 0.0
19 17 0.002263 0.004026 0.02578 0.01011 0.1816 0.3021 0.008857 0.0 0.0 35530.0 100900.0 345700.0 1311000.0 5582000.0 33170000.0 86340000.0 0.0 0.0
20 18 0.002311 0.002019 0.01789 0.02139 0.209 0.3375 0.01415 0.0 0.0 18060.0 42860.0 229200.0 627500.0 5896000.0 35590000.0 94250000.0 0.0 0.0
21 19 0.001195 0.003051 0.01122 0.02845 0.1077 0.1698 0.3629 0.0 0.0 17170.0 77820.0 212300.0 490300.0 4753000.0 8942000.0 43030000.0 0.0 0.0
22 20 0.003721 0.008448 0.03456 0.01926 0.2798 0.3978 0.01639 0.0 0.0 74840.0 165500.0 466800.0 2495000.0 7600000.0 44360000.0 83040000.0 0.0 0.0
23 21 0.00346 0.01 0.04023 0.05697 0.2868 0.4377 0.00916 0.0 0.0 56540.0 145700.0 497500.0 4206000.0 9053000.0 50380000.0 4061000000.0 0.0 0.0
24 22 0.001816 0.006886 0.0206 0.03264 0.07836 0.3028 0.4671 0.0 0.0 30070.0 79410.0 291600.0 641700.0 4998000.0 10080000.0 54760000.0 0.0 0.0
25 23 0.00194 0.008212 0.04637 0.03049 0.3855 0.4926 0.02514 0.0 0.0 7799.0 72360.0 394900.0 1891000.0 9560000.0 55550000.0 152500000.0 0.0 0.0
26 24 0.007882 0.01636 0.04868 0.0423 0.4151 0.5339 0.004544 0.0 0.0 59770.0 207400.0 617000.0 3789000.0 10860000.0 63630000.0 159900000.0 0.0 0.0
27 25 0.009309 0.01889 0.05291 0.05813 0.433 0.5388 0.03519 0.0 0.0 53520.0 214300.0 656400.0 4354000.0 11800000.0 65090000.0 165300000.0 0.0 0.0
28 26 0.005138 0.01029 0.04025 0.04055 0.2531 0.3105 0.5583 0.0 0.0 33650.0 82420.0 390500.0 975200.0 8317000.0 17000000.0 77280000.0 0.0 0.0
29 27 0.009149 0.02358 0.06477 0.07025 0.4931 0.5226 0.1112 0.0 0.0 50450.0 214500.0 737800.0 5073000.0 13400000.0 70260000.0 129300000.0 0.0 0.0
30 28 0.01067 0.009518 0.07437 0.05717 0.5809 0.6514 0.00303 0.0 0.0 46760.0 125500.0 545500.0 3049000.0 13670000.0 82560000.0 504000000.0 0.0 0.0
36 34 0.004775 0.03066 0.1218 0.1099 0.7923 0.7574 0.032 0.0 0.0 50400.0 166200.0 806700.0 4884000.0 19550000.0 115400000.0 367400000.0 0.0 0.0
42 40 0.03952 0.02286 0.126 0.137 0.6796 0.5128 0.7572 0.0 0.0 34080.0 185200.0 840700.0 2679000.0 17920000.0 44710000.0 182500000.0 0.0 0.0
54 52 0.01697 0.119 0.1849 0.3228 0.5672 0.9033 0.9173 0.0 0.0 213200.0 650100.0 1783000.0 5053000.0 22500000.0 53780000.0 294400000.0 0.0 0.0
5 2 1.081e-07 1.328e-07 3.383e-05 0.001185 0.0001218 0.0 0.0 0.0 0.0 8236.0 19390.0 66150.0 106200.0 2142000.0 0.0 0.0 0.0 0.0
6 3 3.489e-06 2.222e-07 1.954e-05 0.004212 0.0002037 0.0002936 0.0 0.0 0.0 2660.0 3756.0 25660.0 140000.0 1801000.0 4307000.0 0.0 0.0 0.0
7 4 3.386e-06 3.036e-05 5.945e-05 0.001195 0.006462 0.001358 0.0 0.0 0.0 1406.0 6965.0 26040.0 130400.0 196500.0 4466000.0 0.0 0.0 0.0
8 5 1.615e-05 9.299e-06 0.000153 0.0006616 0.0108 0.0007503 0.002892 0.0 0.0 756.9 3659.0 19840.0 84290.0 229400.0 1161000.0 6137000.0 0.0 0.0
9 6 4.892e-06 2.086e-05 0.0002548 0.0006407 0.0145 0.00307 0.005805 0.0 0.0 769.4 10670.0 19390.0 61500.0 256500.0 1016000.0 7782000.0 0.0 0.0
10 7 8.46e-05 0.0001817 0.001176 0.01397 0.005566 0.006229 0.01031 0.0 0.0 1049.0 3829.0 61330.0 256800.0 460000.0 1324000.0 9353000.0 0.0 0.0
11 8 1.741e-05 0.0007735 0.00189 0.02254 0.01336 0.0166 0.0002665 0.0 0.0 3910.0 21270.0 61850.0 328700.0 1573000.0 11300000.0 290300000.0 0.0 0.0
12 9 3.565e-05 2.017e-05 0.001165 0.005016 0.02434 0.02508 0.02475 0.0007087 0.0 1759.0 12370.0 56510.0 168000.0 400700.0 1991000.0 13300000.0 40600000.0 0.0
13 10 1.049e-05 0.0005683 0.002734 0.006968 0.02668 0.03801 0.03651 0.0 0.0 13040.0 24110.0 69930.0 209100.0 454500.0 2349000.0 15980000.0 0.0 0.0
14 11 0.0002214 0.00126 0.003832 0.01158 0.02871 0.05456 0.05035 0.0 0.0 3586.0 13240.0 56360.0 249800.0 536300.0 2809000.0 18540000.0 0.0 0.0
15 12 0.0003416 0.00152 0.004087 0.03442 0.01792 0.07679 0.06485 0.0 0.0 5119.0 15590.0 87230.0 392300.0 1161000.0 3514000.0 22180000.0 0.0 0.0
16 13 0.000261 0.0009442 0.00819 0.04271 0.01997 0.0959 0.08444 0.0 0.0 5114.0 17500.0 106100.0 469100.0 1821000.0 4033000.0 24760000.0 0.0 0.0
17 14 0.0004394 0.002394 0.008569 0.03538 0.02438 0.1353 0.09538 0.0139 0.0 4784.0 33590.0 98270.0 423500.0 974900.0 4254000.0 25110000.0 46120000.0 0.0
18 15 0.0007348 0.005115 0.009444 0.05143 0.03006 0.1566 0.1309 0.0 0.0 5053.0 21670.0 128000.0 522000.0 2161000.0 5084000.0 30890000.0 0.0 0.0
19 16 0.0007796 0.002483 0.01255 0.0562 0.03451 0.216 0.1516 0.0 0.0 6895.0 44460.0 145300.0 562700.0 2171000.0 5838000.0 35650000.0 0.0 0.0
20 17 0.002892 0.007663 0.02689 0.05718 0.2681 0.1709 0.02262 0.0 0.0 19900.0 86240.0 318000.0 848000.0 5735000.0 33000000.0 72680000.0 0.0 0.0
21 18 0.0002622 0.005138 0.01747 0.06624 0.04885 0.307 0.2039 0.0 0.0 12450.0 53140.0 175800.0 645400.0 2668000.0 7132000.0 43030000.0 0.0 0.0
22 19 0.001298 0.00894 0.0214 0.0749 0.08937 0.3141 0.2311 0.0 0.0 12490.0 47790.0 210400.0 752700.0 4104000.0 8141000.0 46600000.0 0.0 0.0
23 20 0.00611 0.004698 0.02402 0.08169 0.08957 0.381 0.2559 0.0 0.0 8616.0 43850.0 209300.0 780100.0 4000000.0 8866000.0 52150000.0 0.0 0.0
24 21 0.0007589 0.006974 0.02863 0.08418 0.06213 0.4842 0.2945 0.0 0.0 16490.0 60900.0 249000.0 821200.0 3487000.0 8974000.0 53910000.0 0.0 0.0
25 22 0.002538 0.006556 0.03347 0.0953 0.1447 0.4758 0.3096 0.0 0.0 27870.0 74970.0 264000.0 910700.0 5213000.0 10630000.0 59430000.0 0.0 0.0
26 23 0.002325 0.01017 0.03572 0.09882 0.1156 0.5792 0.3344 0.0 0.0 13760.0 82510.0 279400.0 937800.0 4688000.0 11060000.0 65430000.0 0.0 0.0
27 24 0.001446 0.01781 0.03354 0.09668 0.07855 0.6874 0.372 0.0 0.0 31010.0 100500.0 321300.0 907000.0 3183000.0 11080000.0 66470000.0 0.0 0.0
28 25 0.00244 0.02224 0.04605 0.1136 0.3381 0.5177 0.3585 0.0 0.0 35530.0 95080.0 380900.0 1134000.0 7503000.0 15260000.0 77880000.0 0.0 0.0
29 26 0.006795 0.02204 0.05253 0.1184 0.1437 0.7654 0.4051 0.0 0.0 40530.0 87170.0 403400.0 1192000.0 5515000.0 13590000.0 80440000.0 0.0 0.0
30 27 0.01014 0.02291 0.05791 0.1289 0.3345 0.6958 0.386 0.0 0.0 39210.0 87890.0 428300.0 1252000.0 7689000.0 16510000.0 90890000.0 0.0 0.0
36 33 0.006143 0.024 0.1742 0.2362 0.6716 0.6716 0.5636 0.0 0.0 9762.0 150400.0 725400.0 3186000.0 18490000.0 18490000.0 114300000.0 0.0 0.0
42 39 0.02179 0.08183 0.1125 0.2781 0.3727 1.638 0.6198 0.0 0.0 39510.0 133900.0 747600.0 1899000.0 7951000.0 27100000.0 170900000.0 0.0 0.0
54 51 0.1475 0.07752 0.2803 0.6165 0.9162 1.731 0.7347 0.0 0.0 49410.0 215500.0 1480000.0 4557000.0 19470000.0 49770000.0 292300000.0 0.0 0.0
6 2 6.346e-09 9.793e-09 1.634e-06 0.0008369 0.0003355 0.0 0.0 0.0 0.0 12.17 73.8 15230.0 120700.0 214400.0 0.0 0.0 0.0 0.0
7 3 7.712e-08 4.839e-08 2.218e-06 0.001536 0.003647 4.234e-05 0.0 0.0 0.0 71.13 276.5 14390.0 134700.0 249600.0 2204000.0 0.0 0.0 0.0
8 4 3.932e-07 2.523e-07 3.447e-05 0.005776 0.005101 0.0 0.0 0.0 0.0 150.9 621.1 15620.0 193600.0 470000.0 0.0 0.0 0.0 0.0
9 5 1.68e-06 6.779e-06 8.798e-05 0.0004378 0.01102 0.007738 5.425e-05 0.0 0.0 461.4 7266.0 20850.0 95430.0 269900.0 786400.0 26430000.0 0.0 0.0
10 6 5.653e-06 4.344e-05 0.0001086 0.000598 0.01457 0.01601 0.0005365 0.0 0.0 628.0 2812.0 13240.0 80640.0 305200.0 1032000.0 2388000.0 0.0 0.0
11 7 5.677e-06 4.73e-05 0.000241 0.0009606 0.01913 0.03086 0.0002334 0.0 0.0 1032.0 5764.0 21230.0 85560.0 353200.0 1364000.0 7146000.0 0.0 0.0
12 8 5.451e-05 6.999e-05 0.0003928 0.0007483 0.01851 0.0119 0.04764 0.0 0.0 219.6 4524.0 24910.0 91110.0 336700.0 831600.0 1817000.0 0.0 0.0
13 9 1.431e-05 3.517e-05 0.0008709 0.005087 0.02679 0.08922 0.0002483 0.0 0.0 1122.0 6431.0 51390.0 182000.0 493600.0 2121000.0 100100000.0 0.0 0.0
14 10 0.0001246 0.0006649 0.002912 0.02912 0.03049 0.1056 0.0 0.0 0.0 1167.0 9088.0 53320.0 421900.0 1571000.0 2721000.0 0.0 0.0 0.0
15 11 0.0001664 0.001849 0.001024 0.0131 0.03176 0.1829 0.0008145 0.0 0.0 3290.0 12120.0 53750.0 289800.0 698000.0 2984000.0 116500000.0 0.0 0.0
16 12 9.126e-05 0.0001691 0.00305 0.02604 0.03245 0.2511 0.0004459 0.0 0.0 3575.0 14910.0 93880.0 385600.0 963000.0 3490000.0 174300000.0 0.0 0.0
17 13 7.968e-05 0.001212 0.005278 0.03166 0.03145 0.3193 0.004706 0.0 0.0 3775.0 23040.0 88490.0 440100.0 1166000.0 3950000.0 9747000.0 0.0 0.0
18 14 0.0001885 0.003131 0.005019 0.01104 0.0469 0.1852 0.2407 0.0 0.0 4613.0 26980.0 89870.0 304500.0 708100.0 3524000.0 5235000.0 0.0 0.0
19 15 0.003586 0.003935 0.01224 0.05542 0.3164 0.2022 0.0005815 0.0 0.0 2541.0 16050.0 192100.0 758400.0 4303000.0 6161000.0 108900000.0 0.0 0.0
20 16 0.0001861 0.002067 0.01079 0.05961 0.129 0.5155 0.0 0.0 0.0 8140.0 34090.0 153500.0 641100.0 3094000.0 6161000.0 0.0 0.0 0.0
21 17 0.0005204 0.003285 0.01138 0.05197 0.04114 0.3664 0.3606 0.001025 0.0 19040.0 49140.0 155500.0 624500.0 1656000.0 5193000.0 7497000.0 60550000.0 0.0
22 18 0.0006365 0.006765 0.02898 0.09513 0.2735 0.5609 0.004717 0.0 0.0 11190.0 42440.0 254800.0 1115000.0 5768000.0 7379000.0 77350000.0 0.0 0.0
23 19 0.000534 0.0156 0.01793 0.07154 0.1275 0.8764 0.00179 0.0 0.0 17390.0 62030.0 193200.0 735600.0 3164000.0 7921000.0 99820000.0 0.0 0.0
24 20 0.001967 0.02196 0.04625 0.09195 0.3504 0.753 0.0 0.0 0.0 13790.0 49310.0 381800.0 1261000.0 5632000.0 9397000.0 0.0 0.0 0.0
25 21 0.006583 0.007778 0.02528 0.08838 0.1883 1.09 0.0 0.0 0.0 11900.0 40900.0 224400.0 835000.0 3911000.0 9518000.0 0.0 0.0 0.0
26 22 0.008382 0.007897 0.03157 0.1159 0.3919 1.017 0.0 0.0 0.0 5297.0 58290.0 245400.0 966300.0 5580000.0 11100000.0 0.0 0.0 0.0
27 23 0.001779 0.0138 0.02925 0.08643 0.07008 0.365 1.135 0.0 0.0 40490.0 99000.0 298000.0 886300.0 2319000.0 6460000.0 11730000.0 0.0 0.0
28 24 0.002382 0.01513 0.08457 0.1696 1.374 0.2096 0.0 0.0 0.0 30840.0 81440.0 468100.0 2054000.0 10350000.0 19180000.0 0.0 0.0 0.0
29 25 0.005329 0.01393 0.04578 0.1213 0.2908 1.507 0.008027 0.0 0.0 5975.0 85980.0 323900.0 1118000.0 5141000.0 12840000.0 1689000000.0 0.0 0.0
30 26 0.007048 0.01378 0.05462 0.1513 0.3739 1.561 0.0 0.0 0.0 2680.0 77830.0 348900.0 1241000.0 5902000.0 14030000.0 0.0 0.0 0.0
36 32 0.003039 0.04349 0.124 0.2476 0.9188 1.795 0.0 0.0 0.0 14960.0 165200.0 591700.0 1971000.0 10400000.0 21760000.0 0.0 0.0 0.0
42 38 0.008117 0.05787 0.1885 0.3663 1.106 2.419 0.0 0.0 0.0 20300.0 195000.0 758800.0 2517000.0 12290000.0 29020000.0 0.0 0.0 0.0
54 50 0.01421 0.1644 0.3451 0.8063 1.748 2.827 0.0 0.0 0.0 48100.0 433100.0 1376000.0 4822000.0 20960000.0 49560000.0 0.0 0.0 0.0
7 2 1.658e-08 2.76e-08 2.391e-09 7.585e-07 0.0003012 0.0007132 0.0 0.0 0.0 12.65 84.25 296.4 5923.0 127800.0 218400.0 0.0 0.0 0.0
8 3 1.627e-07 1.262e-07 6.663e-07 3.925e-06 0.002406 0.001146 0.0 0.0 0.0 45.35 284.7 4166.0 28770.0 195300.0 364600.0 0.0 0.0 0.0
9 4 3.771e-06 5.399e-07 3.307e-06 1.861e-05 0.002146 0.004197 0.002313 0.0 0.0 133.7 757.5 7973.0 32790.0 195600.0 329800.0 673500.0 0.0 0.0
